Ward,ZoneType,CulturalHeritageZone,FloodRiskLevel,NearbyConstruction,DistanceToStation_m,DistanceToSchool_m,DistanceToHospital_m,RoadType,ViewQuality,NoiseLevel,TravelTimeToMajorHub_min,NumberOfTrainLines_at_NearestStation,RestaurantDensity_in_500m,ConvenienceStoreCount_in_250m,ParkAreaRatio_in_1km,PropertyType,ConstructionMaterial,YearBuilt,YearRenovated,Floors,Orientation,LandArea_sqm,TotalFloorArea_sqm,FloorHeight_cm,EarthquakeResistant,HasBalcony,HasRooftop,HasGarden,ParkingType,HasParking,PetFriendly,InsulationLevel,HasGym,HasConcierge,HasLounge,HasGuestRoom,RoomCount,BedroomCount,LivingRoomCount,BathroomCount,ToiletCount,KitchenType,KitchenQuality,FloorHeating,CentralAC,LightingSystem,SmartHome,StorageSpace_sqm,HasStorageRoom,WasherDryerIncluded,FurnitureIncluded,IsBathAndToiletSeparate,ExteriorCondition,InteriorCondition,MaintenanceScore,EnergyEfficiencyRating,AirQualityScore,GreenBuildingCertified,ThermalInsulationScore,EarthquakeSafetyScore,MonthlyMaintenanceFee_JPY,OwnershipType,SaleType,SaleCondition,Availability,ListedBy,ListingYear,ListingMonth,LegalComplianceScore,AgentRating,BuildingInsuranceIncluded,LoanSupportAvailable,FirstTimeBuyerEligible,LastSoldPrice_JPY,TatamiRoomPresent,ShojiScreensIncluded,NearbyShrineOrTemple,SeismicZone,SunlightHours,BuildingDensityZone,ForeignOwnershipAllowed,RentalYieldEstimate,PastDisasterHistory,CustomFeature_1,CustomFeature_2,CustomFeature_3,CustomFeature_4,CustomFeature_5,NeighborhoodAvgIncome_JPY,ForeignerPopulationRatio,PopulationGrowthRate,FloorAreaRatio_Limit,BuildingCoverageRatio_Limit,NumberOfListings_in_Ward_Last3Months,AverageDaysOnMarket_in_Ward,AgeScore,IsJikoBukken,IsAirbnbZone,IsOldDangerousBuilding,IsRedevelopmentArea,NearbyNegativeFacility,IsLuxuryNearMajorStation,IsTraditionHighPrice,Price_JPY
Chuo,Industrial,1,1.5708260603507174,Heavy,579.3535283077271,765.9489171632916,1112.5284672109258,Alley,Panoramic,1.7546740664089944,24.29985561193088,1,39.276494887096206,1,0.207,Apartment,Precast,1992,0,2,North,113.10611796095276,83.1074149900112,256.86523695651323,1,0,1,0,Manual,0,0,Low,1,0,0,0,2,3,0,1,2,Compact,Standard,0,1,Standard,1,4.3755912300184185,1,1,1,0,1,5,1,E,9,1,3,7,21881.934780436553,Freehold,Owner,Normal,VacantSoon,Owner,2021,12,9,1,1,1,1,69050826.94398497,0,0,1,4,6.021204767178721,High,1,2.68,0,Yes,11,77.66941180048485,C,1,5099971.2701415755,0.03,0.006,192,39,117,81,4,0,0,0,0,1,0,0,56613000.0
Setagaya,Commercial,0,2.3837592897769255,Moderate,334.4443262269351,900.4658417363788,517.8516211629021,Main,Partial,2.4947732030042964,26.09926279911299,2,31.179975761440645,0,0.094,Apartment,Wood,1970,2016,8,East,163.53237505673985,140.23204706131784,245.0306060110436,0,0,0,0,Mechanical,1,1,High,1,1,0,1,5,2,1,1,1,Closed,High-End,1,0,Standard,0,0.42547071054992447,1,1,0,1,3,5,9,B,5,1,1,6,7907.644796773185,Freehold,Company,Foreclosure,VacantSoon,Owner,2021,3,9,5,0,1,1,26108047.83270397,1,1,0,2,7.613896678704441,Medium,1,3.42,1,Yes,41,41.6572167126596,C,1,4628587.60111046,0.36,0.02,267,48,190,63,1,0,0,1,0,0,0,1,92209000.0
Shinjuku,Industrial,0,0.9447765098759633,None,481.43392825722265,915.1603580337977,1312.112653615245,Main,Partial,4.263579906375018,30.866644094253985,2,27.661567848658674,2,0.032,RowHouse,Steel,1980,2006,10,South,35.550845027988444,89.42460162705733,261.7083476008738,0,1,1,0,Manual,1,0,Medium,0,0,1,0,1,3,1,1,2,Island,Standard,1,1,Smart,0,2.974745636434619,1,0,0,0,2,5,6,C,7,1,10,10,7135.0028517358205,Leasehold_50yr,Owner,Inheritance,Rented,Owner,2024,1,4,5,1,1,1,74319274.56487727,0,1,0,2,1.4864635476835475,Medium,1,6.88,1,Yes,29,34.059449991522364,C,1,6630066.22107418,0.09,0.016,244,53,168,77,1,0,0,1,0,0,0,0,57195000.0
Minato,Industrial,1,2.2571384658080955,Light,50.0,698.1340747349066,1706.3231759369523,Main,Panoramic,3.030281186256421,24.58362450630231,4,25.23776119295038,5,0.152,Mansion,Precast,1996,2001,10,South,125.62694103677849,69.37539641345963,231.159130722528,0,1,0,0,None,1,1,Low,0,0,1,1,2,3,0,2,1,Compact,High-End,0,0,Standard,1,0.8981372982036335,0,1,0,0,4,1,3,E,6,1,2,4,9330.686750061268,Leasehold_50yr,Company,Foreclosure,VacantSoon,Owner,2022,12,4,5,0,0,0,54635269.94861376,0,1,0,4,2.9697788799749794,High,1,3.13,1,Yes,0,62.13037977124348,C,1,6688837.653439642,0.21,-0.008,396,79,49,59,5,1,0,0,0,1,0,0,37032000.0
Setagaya,Residential,1,3.511080195135129,None,321.14279950633255,645.2494044247508,1207.5193258237914,Alley,Blocked,3.5648803728350584,21.363010092173436,4,40.06335569105129,0,0.056,Detached,Steel,1973,1994,6,East,148.54258748412818,60.75628871809007,233.67586781726646,0,0,1,0,Mechanical,1,1,None,0,0,1,0,2,1,1,1,1,Closed,High-End,0,0,Smart,1,2.7267766697664073,0,1,0,0,5,5,2,E,2,0,2,3,9602.625168839779,Freehold,Company,Foreclosure,VacantSoon,Owner,2021,3,2,1,1,0,1,40165951.53281851,0,1,1,5,5.75231347198601,Low,0,7.9,0,No,18,30.271796453069243,B,1,4822448.9313319875,0.12,-0.009,408,41,130,57,1,0,0,1,0,0,0,0,42573000.0
Minato,Industrial,1,0.0,None,111.66004889063828,875.9788837753077,972.3107161462798,Alley,Panoramic,1.0395683036001522,32.230437733934046,3,46.03369492007377,2,0.224,Mansion,Wood,1998,2010,5,North,102.01908703760668,48.5043511248744,226.06947327299784,1,0,1,0,Mechanical,0,0,None,0,0,1,1,4,3,0,2,1,Island,Standard,1,1,Standard,1,3.685487076289129,1,1,1,1,3,3,5,A,3,0,3,5,8519.875293423664,Leasehold_50yr,Owner,Foreclosure,Immediate,Agent,2021,3,7,4,1,1,1,40983633.669327565,0,1,1,1,3.0521631680201464,Low,0,2.31,0,No,36,43.7488374698666,A,1,5284338.6088874005,0.08,0.031,260,68,192,98,5,0,0,0,0,0,0,0,35298000.0
Shinjuku,Industrial,1,0.45868812192288644,Light,521.013938086234,905.7661782750743,1313.2660053600714,Private,Partial,3.644328301045028,34.14305314644511,2,18.046474413003658,0,0.225,Detached,Precast,1986,2018,1,South,143.68595745904668,102.54773741970448,283.6381921826328,1,0,1,1,None,0,1,None,1,1,1,1,5,2,1,1,1,Island,High-End,0,1,Auto,1,4.15625942832817,0,1,0,1,5,1,3,C,6,0,7,5,7881.57542023355,Leasehold_30yr,Company,Inheritance,VacantSoon,Agent,2020,10,1,5,1,0,1,24841121.095956035,1,0,1,2,4.056024371735371,Low,0,6.13,1,No,21,64.52412903301061,C,1,4640087.043375288,0.25,0.011,124,68,185,56,3,1,0,0,0,0,0,0,60332000.0
Shinjuku,Industrial,0,2.675609961503058,Moderate,648.8194631442964,611.7785260452475,1364.984466073057,Main,Blocked,0.23668990256431321,8.00205067243143,2,36.219522424789304,2,0.254,Apartment,Wood,2018,2015,2,North,121.9964713064815,168.4034978987417,243.91043642334452,0,0,1,0,Mechanical,0,0,Low,1,1,1,0,2,2,0,1,2,Closed,Standard,1,1,Standard,1,3.3736357878114682,1,1,1,0,3,2,2,D,8,0,10,4,11034.870714146396,Leasehold_50yr,Bank,Inheritance,VacantSoon,Owner,2022,11,5,5,1,1,0,46292337.069979705,0,1,0,2,5.684127426975298,High,1,3.59,0,Yes,1,56.04589421699197,B,0,5686145.2926571695,0.27,0.014,288,50,128,44,9,0,0,0,0,1,0,0,106615000.0
Chuo,Industrial,0,3.3639678736608634,Heavy,764.9248473034547,552.4874123329797,1393.17873177808,Alley,Open,0.6651927127641826,35.69543624502772,2,26.276128145773548,0,0.119,Apartment,RC,1988,1996,2,West,109.14161479154185,121.42678452632312,238.07208953878924,1,1,0,0,Mechanical,0,1,High,1,0,1,0,2,3,1,1,2,Island,High-End,1,0,Auto,0,3.4245961659015975,0,0,1,0,1,3,2,D,3,1,1,3,12663.565732537467,Freehold,Owner,Inheritance,Immediate,Owner,2020,11,2,4,0,0,0,62533413.22392698,0,1,0,2,2.6212344347597245,High,1,7.58,1,Yes,65,18.465265657246903,C,0,5716496.126590985,0.22,-0.011,468,51,115,88,3,0,0,0,0,0,0,0,80326000.0
Shinjuku,Commercial,1,1.5101072698603182,Heavy,242.7550667635354,1163.41271653888,714.0241987587644,Main,Open,1.4207032898103018,21.731816570601822,3,15.327276018078864,0,0.014,Mansion,RC,2014,2016,7,South,98.61328442322352,106.50781799247213,244.52692619825396,0,1,0,0,None,1,0,High,1,1,1,1,2,3,1,1,2,Closed,Standard,1,0,Auto,0,3.4629635642095935,0,0,0,1,5,3,2,A,1,0,4,4,12752.34483772136,Leasehold_50yr,Company,Normal,VacantSoon,Agent,2023,6,9,2,0,1,0,39430702.37949115,0,1,1,3,1.2304320774010193,Medium,1,3.46,1,No,38,59.55263298277882,C,1,6188155.3008723,0.07,-0.004,314,74,76,74,8,0,0,0,0,1,0,0,69842000.0
Setagaya,Residential,0,0.0017593849554613517,None,118.02522699190774,832.3006267114996,1297.3941575503645,Main,Panoramic,3.01071617163415,40.980732460404525,2,31.477058207630083,5,0.085,Detached,RC,2020,1990,7,West,183.7464805955084,40.71443903566361,238.31297008918756,1,1,0,1,Mechanical,1,1,None,0,1,0,0,4,1,0,1,1,Island,Standard,1,0,Smart,0,1.502639246912517,1,0,0,1,2,1,5,B,10,0,1,2,3000.0,Leasehold_30yr,Owner,Normal,Immediate,Owner,2020,4,7,3,1,0,0,50625341.600506276,1,1,0,2,4.001603486930801,Medium,0,7.62,1,Yes,82,32.59603500542691,A,1,7032771.544957139,0.22,-0.008,316,45,14,52,9,0,0,0,0,0,0,0,35137000.0
Setagaya,Residential,0,3.431924173940752,Moderate,295.35159800693305,118.48864460017933,1273.6672426574985,Main,Open,3.2160909427332776,18.498188480736154,5,21.668622198104394,4,0.146,RowHouse,Steel,2018,2008,6,South,114.11745191650596,42.76545650789045,223.00645276851463,0,1,0,1,Mechanical,1,0,None,1,0,0,1,4,3,0,2,2,Closed,High-End,0,0,Standard,1,2.6810987738498575,1,0,1,1,5,5,3,A,6,0,5,7,7942.909029620582,Freehold,Owner,Normal,Immediate,Agent,2023,3,10,3,1,0,1,46750317.935629405,1,1,0,2,5.523921543315011,High,1,3.31,1,No,6,33.7532599392281,C,0,5468293.50859408,0.22,0.006,290,76,174,41,9,0,0,0,0,1,0,0,44911000.0
Setagaya,Commercial,1,1.1889348480854756,Heavy,225.17176949657193,1165.253317505692,1579.3180004202532,Alley,Partial,1.5231199751986884,15.054916493160503,4,14.222467721998024,3,0.211,Apartment,Precast,1993,1999,8,North,77.2079265399768,128.0169237840405,261.7086734371356,1,1,0,0,None,0,0,None,0,1,1,0,5,1,1,2,1,Compact,High-End,1,1,Auto,1,5.547016147639164,0,0,1,1,3,3,6,B,9,0,6,8,10317.59932970515,Leasehold_30yr,Owner,Normal,Rented,Agent,2023,8,4,4,0,1,1,49584553.81846908,1,0,1,4,6.51478460883896,Low,0,4.74,1,No,94,29.568031357622342,C,0,5145435.982818565,0.18,0.004,427,48,182,94,4,0,0,0,0,0,0,0,80486000.0
Chuo,Industrial,0,1.6387536570723875,Moderate,507.8083440366093,620.8570839976138,1169.756586550053,Main,Panoramic,0.19035573834294706,31.480277108639168,4,22.182595277754658,1,0.121,Apartment,Precast,2021,2002,4,West,56.73369959690304,108.44022237302491,206.4497439586106,1,1,0,0,Mechanical,0,1,Low,1,0,1,0,1,2,0,2,1,Compact,Standard,1,0,Smart,0,6.544024318190683,0,0,1,0,2,4,10,E,3,1,8,10,11765.2191685196,Freehold,Owner,Normal,VacantSoon,Agent,2022,9,3,2,1,1,0,69467801.67159326,1,0,0,1,2.441687047748137,Medium,0,3.04,0,Yes,17,37.234597814178855,B,1,4167974.195750159,0.4,0.009,394,60,17,65,10,0,0,0,0,0,0,0,81834000.0
Chuo,Commercial,0,2.3190448723197767,Light,50.0,820.0220968789615,1989.689641937986,Main,Partial,3.6441921226240153,46.30812391617333,4,19.722260820861464,3,0.165,Mansion,Wood,2013,2012,9,North,44.405425723097295,64.58732829335477,244.32425322788418,0,1,0,1,None,1,1,Low,1,1,1,1,1,1,1,1,2,Closed,High-End,1,1,Standard,1,3.8033100592532407,0,0,0,1,1,2,3,C,9,0,1,1,12828.693350934082,Leasehold_50yr,Bank,Foreclosure,VacantSoon,Agent,2023,4,6,4,1,1,1,68446604.54124202,1,0,1,1,3.207415607493371,Low,0,2.77,0,No,0,21.464373635841977,A,1,4554142.7583101485,0.35,0.022,374,72,105,27,8,0,0,0,0,1,0,0,46453000.0
Shinjuku,Industrial,1,1.3335666280892426,None,50.0,912.4592837403093,1232.9340997324205,Private,Partial,3.205112512646138,8.77247484635889,4,23.533131469366086,4,0.162,Mansion,Wood,2021,2001,8,South,47.45823271139494,21.384178868917317,252.75281030458794,0,0,1,1,Mechanical,1,1,None,0,0,1,0,5,3,1,2,1,Closed,Standard,0,0,Auto,1,4.9282085353542,0,1,1,1,5,4,5,D,3,1,2,1,5926.888450104799,Leasehold_30yr,Company,Inheritance,Immediate,Agent,2021,5,8,1,1,1,0,67109721.10396472,0,0,0,1,6.500610966947255,High,0,4.06,0,No,64,57.54370792411298,B,0,6454954.457211379,0.33,-0.008,377,42,64,37,10,0,0,0,0,1,1,0,44713000.0
Shibuya,Commercial,0,1.1238702728428052,None,313.3879256606564,354.8949673216618,1008.768038652034,Main,Blocked,3.013359891103875,33.38392971982411,5,16.74115923046311,5,0.058,RowHouse,RC,2015,1996,3,North,97.18328077418303,82.05920921562885,209.59089267621994,1,0,0,1,None,0,1,Medium,1,1,0,0,1,2,1,1,1,Compact,High-End,1,1,Standard,0,3.2695208475843027,1,1,0,1,2,1,8,E,2,0,9,5,11354.388388805482,Freehold,Bank,Inheritance,Immediate,Agent,2021,12,6,5,1,1,1,68833463.82087559,0,1,1,5,2.597459435149487,Medium,1,2.99,0,Yes,81,19.19397832368353,C,0,6786702.561344386,0.16,0.031,410,64,56,27,8,0,0,0,0,0,0,0,70948000.0
Shibuya,Residential,1,1.1421998074359112,Moderate,581.626516099856,713.359247744083,798.7539242508535,Private,Blocked,4.811990131614563,30.60323884328377,1,26.048598913737862,2,0.191,Mansion,Steel,2010,2009,3,West,113.52656894916144,54.049958462138285,249.34304780952166,0,0,1,1,Manual,0,1,High,0,0,0,1,3,3,1,1,2,Compact,Standard,0,0,Standard,1,2.807943070850056,1,0,0,0,5,3,8,A,3,1,9,7,21165.899180817163,Freehold,Owner,Normal,Rented,Owner,2020,5,10,3,0,1,0,66813061.5634875,0,0,0,1,3.0655242548015154,Low,1,4.56,1,Yes,37,58.81803090125527,A,1,7919950.709246134,0.27,-0.003,246,41,19,81,7,0,0,0,0,0,0,0,44508000.0
Chuo,Residential,0,3.857928560927683,Heavy,143.1358272273451,1195.2722277001897,994.4572796565685,Main,Blocked,2.6800224476318846,24.67381614271863,2,22.867508719160274,3,0.137,RowHouse,Steel,2013,2010,9,East,104.5232904286919,68.86512255886689,231.10936994609276,0,1,0,1,Mechanical,1,1,Low,1,1,0,0,1,3,0,1,2,Compact,High-End,1,0,Smart,1,2.710311703797606,1,0,0,0,1,5,4,C,4,0,6,5,9092.842909693702,Leasehold_50yr,Company,Normal,VacantSoon,Agent,2020,6,3,2,0,1,0,57226923.7063489,0,1,0,3,7.8736055375984275,Medium,1,4.27,1,No,66,64.36679118670165,B,0,6673565.1737959115,0.37,0.034,151,67,103,37,8,0,0,0,0,0,0,0,59070000.0
Shinjuku,Residential,1,3.159613588425281,Moderate,612.2783239016023,1126.8078188005184,880.4056963154311,Private,Open,1.3097150520076721,45.73330600872041,4,33.75613877145658,1,0.244,Detached,Wood,2001,1997,9,East,78.2449527502191,38.64982247706892,207.2831630865437,1,1,0,1,Mechanical,1,0,High,0,1,1,0,4,2,0,1,1,Compact,High-End,0,1,Smart,1,8.37896021673118,1,1,1,0,1,5,7,D,6,0,6,7,4141.6551570997835,Leasehold_30yr,Owner,Normal,Rented,Agent,2022,9,3,5,1,0,1,61140186.11982694,0,1,0,2,4.131536189772876,High,0,4.85,0,No,17,56.821235146815184,C,0,6297404.960530702,0.29,0.015,153,32,23,98,6,0,0,0,0,1,0,0,29955000.0
Shibuya,Industrial,0,2.5745173406171817,Light,491.33443350673343,712.8922259349995,1137.5916151601361,Alley,Blocked,4.0945200494535925,5.867209908412441,2,35.935389863983154,5,0.21,RowHouse,Wood,2000,1999,5,South,92.75712515661598,122.25817274721324,243.77647268849205,0,0,0,0,Manual,0,0,Low,1,1,1,1,4,1,0,1,1,Island,High-End,0,1,Smart,0,2.0685148119334364,1,1,0,0,1,3,1,E,9,1,5,2,17872.79777699912,Leasehold_50yr,Company,Inheritance,VacantSoon,Owner,2023,8,5,4,0,1,0,39634975.8460595,1,0,1,3,2.696811281828315,Medium,0,6.5,0,No,21,53.74623476223985,A,0,6198282.533363117,0.16,0.006,141,35,45,11,5,0,0,0,0,1,0,0,86662000.0
Shinjuku,Industrial,0,0.0,Heavy,786.6988966848435,1014.7501375293332,1874.6905947279784,Alley,Partial,2.0110331521692317,36.12445057675863,2,32.60148576778442,1,0.042,Detached,Precast,2018,2004,10,East,153.53586042398143,65.58636409724849,258.5912913520921,0,0,0,1,Manual,1,1,Medium,0,1,1,1,2,1,1,2,2,Compact,Standard,0,1,Standard,0,5.210316883050581,1,0,0,0,1,3,2,A,2,0,6,3,11742.691867325417,Leasehold_50yr,Bank,Foreclosure,Immediate,Owner,2021,5,10,1,1,0,0,56535993.817327246,1,1,0,2,5.285539634580434,High,0,6.49,0,Yes,7,25.443775153879386,B,1,7041299.070174123,0.2,0.01,122,52,116,49,9,0,0,0,0,0,0,0,50714000.0
Shinjuku,Commercial,1,2.578191895055587,Heavy,199.43633339072764,1054.2574858879134,616.2764375298651,Main,Panoramic,2.373784699849092,34.72863157754787,5,27.64555542126491,2,0.152,Apartment,Precast,1985,1997,1,South,171.38008561857555,110.44720638257121,300.0,1,1,0,0,None,0,0,Low,1,0,0,1,4,1,1,2,1,Compact,Standard,0,0,Auto,1,1.5748416147318651,0,0,0,1,2,5,1,B,9,1,3,4,9112.302649432348,Leasehold_50yr,Bank,Inheritance,VacantSoon,Agent,2020,11,3,3,0,1,0,84618537.11685067,0,1,0,5,6.206092935417788,Medium,1,7.71,1,No,37,72.12277393046537,A,1,4991651.93326613,0.39,0.025,323,56,175,48,2,0,0,0,0,0,0,0,78089000.0
Shinjuku,Commercial,1,2.5242002084094692,Moderate,50.0,1038.9504328478374,644.3664975281107,Private,Panoramic,1.8562635532435419,36.97423662022409,2,27.375724043076854,1,0.214,Mansion,Wood,2001,1991,3,North,204.9353234103325,105.46392129079776,232.17584053500508,0,1,1,0,Mechanical,1,0,High,1,1,0,0,3,1,1,1,2,Island,Standard,1,0,Standard,0,8.510813776575294,1,1,1,1,2,2,4,C,9,1,3,5,19409.691940225974,Freehold,Owner,Normal,Rented,Owner,2024,10,1,4,0,1,1,71566149.33261971,1,1,0,4,5.925183097609342,High,0,2.53,0,No,73,41.11768608815052,B,1,4671641.927456443,0.04,0.01,481,51,132,47,6,0,0,0,0,1,0,1,79979000.0
Taito,Residential,1,0.7218668598148341,Light,549.6354400537772,456.19237175515997,1106.145796375214,Alley,Partial,1.5011523154076785,35.70722281959013,4,21.629250125886344,4,0.035,Apartment,Precast,2013,2001,5,North,121.98994216360742,66.7292119964819,249.9392694823546,1,1,1,0,Mechanical,1,0,Medium,0,0,0,1,3,1,1,1,1,Island,High-End,1,1,Standard,0,5.925329530150513,0,0,1,1,1,1,6,B,10,0,8,4,3000.0,Leasehold_30yr,Bank,Inheritance,VacantSoon,Agent,2022,7,4,2,1,1,0,75226482.27027315,1,0,0,4,4.7865867380489515,Medium,1,3.77,0,No,2,51.98392940253829,A,1,6226771.003057921,0.09,-0.01,130,76,143,53,8,0,0,0,0,1,0,0,44294000.0
Setagaya,Industrial,1,2.2587101334738326,Heavy,469.96863446119005,1292.3450810718432,654.830979859002,Main,Open,1.9941271136186383,27.353612960521595,2,21.87005340590063,3,0.24,RowHouse,Wood,2011,0,4,West,185.9791019342407,82.593118202873,258.6490016659698,1,1,1,1,None,0,1,Medium,1,1,1,1,3,1,1,2,1,Island,Standard,1,1,Smart,1,4.43981507682083,1,0,0,1,3,2,2,C,8,1,1,7,9415.966345488068,Leasehold_50yr,Owner,Foreclosure,VacantSoon,Agent,2023,2,3,4,1,0,1,58593823.41021454,0,1,0,3,3.4017695349514057,Medium,0,3.99,0,No,16,45.415921171472746,A,1,6499532.387412381,0.36,0.029,451,30,11,58,8,0,0,0,0,0,0,0,59173000.0
Shinjuku,Commercial,0,3.051492496258689,None,450.6245017986298,660.8472021032671,807.225397515668,Main,Panoramic,4.324756095364725,21.949253071348164,5,37.036038680787364,1,0.074,RowHouse,Steel,2003,1999,4,West,127.37117158951192,160.39022394124996,242.79990069397988,0,1,0,0,Manual,1,0,Medium,0,1,1,1,2,2,0,1,2,Compact,Standard,1,1,Standard,0,7.363089417631334,1,1,1,1,2,5,2,B,6,1,4,5,3362.705985802726,Leasehold_50yr,Company,Foreclosure,Rented,Agent,2022,6,6,1,0,1,0,54351757.89245103,1,0,0,1,8.265997352112764,High,0,4.89,0,No,6,74.11046410851326,C,1,7121485.160124833,0.05,0.047,291,41,50,52,6,0,0,0,0,0,0,0,98978000.0
Taito,Industrial,0,2.5693659185937734,Light,138.04307393642938,832.8010528267641,1335.6639542442017,Private,Partial,1.2201818676030625,18.89625956515579,4,12.40297401349536,3,0.156,RowHouse,RC,2004,2012,1,East,191.89450698485206,48.8324244978351,254.64074633946007,0,1,0,1,Mechanical,1,0,Medium,1,1,0,0,1,3,1,2,2,Closed,High-End,0,1,Auto,0,4.466998846017112,1,1,1,0,1,1,7,E,5,0,2,5,19792.48883424299,Leasehold_50yr,Bank,Normal,Rented,Owner,2023,1,5,1,0,0,1,53030669.149163365,1,1,1,2,7.066418044418395,High,1,4.96,0,Yes,85,62.477090170074376,C,0,5394726.642271772,0.25,-0.009,479,62,122,89,6,0,0,0,0,0,0,0,41936000.0
Chuo,Industrial,0,1.3198305982997742,Heavy,593.7876518314159,694.6157592856417,1178.9584831150648,Private,Partial,3.7834154070597767,30.877180621546703,5,29.192750616870576,0,0.283,Detached,Wood,2006,1993,6,North,149.4133844838214,56.39689786306702,231.46726242194478,0,0,1,0,Manual,0,1,High,0,1,0,0,2,2,1,2,1,Compact,High-End,1,0,Smart,1,5.617581666956424,1,1,0,1,2,1,8,D,2,0,7,2,8870.543876892732,Leasehold_30yr,Company,Normal,Immediate,Owner,2023,10,2,1,0,1,1,46632954.447551385,1,1,1,2,3.7096175663304103,Low,0,6.93,1,Yes,10,9.888837325316722,C,1,7603374.681744222,0.25,-0.0,144,34,142,10,7,0,0,0,0,0,0,0,53791000.0
Shibuya,Residential,1,2.013264643083973,Moderate,241.64354823123216,868.9283385468045,1375.4038462237993,Main,Partial,0.28112320513039757,24.93759457227712,3,26.764709384387988,3,0.176,Apartment,Wood,1985,1990,10,West,122.20006422471056,20.0,236.4311740050574,1,1,0,1,None,0,1,Medium,0,0,0,0,4,3,1,2,2,Closed,Standard,0,0,Standard,0,6.436178989697078,0,0,0,1,5,5,2,A,5,1,10,1,4676.475001711349,Leasehold_50yr,Company,Normal,Rented,Agent,2022,1,2,1,1,0,1,47469824.41212603,0,0,0,5,4.971541066800935,Low,1,5.37,1,Yes,47,87.67149505636588,A,0,5249503.275544754,0.06,0.037,305,42,86,86,2,0,1,0,0,0,0,0,23710000.0
Setagaya,Residential,0,2.730356931201199,Heavy,450.515119669158,540.7206818117037,1436.4232081046516,Private,Panoramic,4.421155785970577,22.892460097256457,1,35.99132101374892,2,0.133,Apartment,Precast,1990,2005,4,East,30.0,84.1201683317283,214.8967870995259,0,0,1,1,Mechanical,1,1,High,1,0,1,0,3,2,1,2,2,Island,Standard,1,1,Auto,0,3.6847302461401537,0,1,0,0,3,5,8,D,7,0,5,1,3545.9182509179136,Leasehold_30yr,Owner,Foreclosure,Immediate,Agent,2020,1,10,4,1,0,1,82349664.15140827,1,1,0,1,3.3507569381209237,High,0,6.4,0,Yes,18,60.7516994809916,A,1,6321443.382193662,0.09,0.035,361,35,87,47,3,0,0,0,0,0,0,1,67359000.0
Shibuya,Industrial,0,2.0594520342176494,None,285.1079720622646,732.4631220421593,1737.037570870338,Private,Panoramic,4.546878794902254,19.46298585037554,2,15.749880165776492,4,0.012,RowHouse,Wood,1982,2005,1,South,112.55946461537289,20.0,232.52517515507535,1,0,1,1,None,0,0,Low,1,1,1,1,2,3,1,1,1,Island,Standard,0,1,Standard,1,3.989467434885711,1,1,0,1,1,3,4,C,2,1,5,8,17644.83365132677,Leasehold_30yr,Bank,Normal,VacantSoon,Owner,2020,2,2,5,0,1,1,48990039.3638754,1,1,1,5,5.367984129425946,Low,0,5.42,0,No,28,43.022817464000994,C,1,7173555.894627051,0.08,-0.015,180,53,100,12,2,0,0,0,0,0,0,0,32284000.0
Setagaya,Industrial,1,3.254284889106895,Light,488.5953975710839,854.827153605748,1351.6133488448581,Alley,Blocked,1.2714885133999165,20.92369043770927,2,30.124807054859396,5,0.049,Mansion,Steel,1987,2008,10,West,79.46312243196766,70.48642042917766,207.03958556288265,0,0,0,1,None,1,1,High,1,1,0,1,2,3,1,1,1,Island,Standard,1,1,Smart,1,4.235419746695971,1,1,1,0,3,3,6,B,2,0,4,1,22028.647228733542,Freehold,Bank,Foreclosure,Rented,Owner,2023,5,8,3,1,0,1,42992825.793021195,1,1,1,5,5.2835097531063875,High,1,3.48,0,No,27,49.87891453450393,A,0,3491170.6539191734,0.33,0.007,491,74,119,60,3,0,0,0,0,1,0,0,47671000.0
Shibuya,Industrial,1,2.395681556840109,Heavy,101.2173871712526,1167.3946934756514,1681.992393015917,Private,Blocked,2.5947236143282315,32.77024975577672,2,33.429843413591065,1,0.178,Apartment,RC,1971,2003,6,West,101.6887946127865,20.0,208.90674612776874,1,1,0,1,Mechanical,1,1,None,1,0,0,1,3,2,1,1,1,Compact,High-End,1,0,Standard,1,1.9308167805211238,0,0,0,1,2,3,2,D,6,0,6,9,10952.533385481165,Freehold,Owner,Foreclosure,VacantSoon,Agent,2021,2,2,3,0,1,1,69626979.41072126,1,1,0,4,5.668497533008108,High,1,7.96,1,No,27,69.55999625884137,C,1,7283368.074377351,0.27,0.043,113,60,112,44,1,0,1,0,0,1,0,0,26000000.0
Setagaya,Industrial,0,2.752922665287831,None,524.9195768114984,1131.1785437021072,1242.8298013195156,Main,Partial,3.272622303061819,25.186154635084975,3,10.95268781376005,5,0.153,Mansion,Precast,2002,1992,5,East,182.7137934073266,119.04931859654116,257.6599205678636,0,1,0,1,Manual,0,1,Medium,1,1,1,0,5,1,0,1,1,Closed,Standard,0,1,Auto,0,3.3232611369039198,1,0,1,1,2,5,9,A,6,0,10,2,12163.127909656923,Freehold,Company,Foreclosure,Rented,Agent,2023,6,1,5,0,1,1,55320085.222978935,1,1,0,2,7.875307119056009,Low,1,6.65,1,No,60,57.77376285866293,B,0,6370027.875300523,0.24,0.015,449,39,50,79,6,0,0,0,0,0,0,1,75419000.0
